Title,Company,Location,Date Posted,Link
Head of Software Engineering (Core Engineering),BrainEye,Sydney NSW,,https://www.seek.com.au/job/90205789?type=promoted&ref=search-standalone&origin=jobCard#sol=4addd19949a7ed1803f2d37219387365ae53307c
Data Engineer (12-month Max Term),hummgroup,Sydney NSW,Listed twenty four days ago,https://www.seek.com.au/job/90182169?type=standard&ref=search-standalone&origin=jobCard#sol=4676bfd561ab1199b3f628d00e79b6193deafcc4
"Data Engineers (2 roles, 12- month FTC)",HCF Australia,Sydney NSW,Listed twenty seven days ago,https://www.seek.com.au/job/90088534?type=standard&ref=search-standalone&origin=jobCard#sol=8149153109e60c8e1b38c0b1b996859897d39531
Senior Data Engineer,Cognizant Technology Solutions Australia Pty Ltd,Sydney NSW,Listed twenty five days ago,https://www.seek.com.au/job/90154441?type=standard&ref=search-standalone&origin=jobCard#sol=b625d23b0c55520a2baa628c190b186a648810da
Full Stack Generative AI Developer,1QLabs,Sydney NSW,Listed more than one day ago,https://www.seek.com.au/job/90057893?type=standard&ref=search-standalone&origin=jobCard#sol=824412310322745b3fcf34f075f3f56941113f4a
LabVIEW Developer,BT Imaging Pty Ltd,Waterloo,Listed twelve days ago,https://www.seek.com.au/job/90423534?type=standard&ref=search-standalone&origin=jobCard#sol=cd06d3f01b4f7f0bd85ea90f259ea92c11c49f0b
Lead AI Engineer,TalentLink,Sydney NSW,Listed seventeen days ago,https://www.seek.com.au/job/90320398?type=standard&ref=search-standalone&origin=jobCard#sol=42cab9b214e0558c0c4a24539a1143e2e95b5730
Platform Support Engineer - Recently Acquired & Growing Australian FinTech!,The Argyle Network,Sydney NSW,Listed twenty days ago,https://www.seek.com.au/job/90248617?type=standard&ref=search-standalone&origin=jobCard#sol=4c3aa980542c0e4ace3ea8d58e5df54c95260385
Senior Full-Stack Engineer,HealthMatch,Sydney NSW,Listed twenty one days ago,https://www.seek.com.au/job/90237470?type=standard&ref=search-standalone&origin=jobCard#sol=1c761756b2e6cf6f0af36e9161c9237ed4b461dd
Senior Embedded Software Engineer,Farmbot Australia Pty Ltd,Roseville,Listed six days ago,https://www.seek.com.au/job/90545715?type=standard&ref=search-standalone&origin=jobCard#sol=c26b067f8dc8c9b8024359370c9c8de331e78e7c
Lead Big Data Engineer,Paxus,Sydney NSW,Listed one hour ago,https://www.seek.com.au/job/90671378?type=standard&ref=search-standalone&origin=jobCard#sol=d76bcf8c6c9c3c466348fcbba4b5601dc0b105d6
Junior Programmer / Technical Build Technician,Labyrinth Escape Rooms,Parramatta,Listed twenty hours ago,https://www.seek.com.au/job/90648288?type=standard&ref=search-standalone&origin=jobCard#sol=99f0ba8b17f44cd6cac0d205767a2a1a4002bbb2
Lead Platform Engineer - GenAI Developer Tooling,Peoplebank Australia NSW,Sydney NSW,Listed eleven days ago,https://www.seek.com.au/job/90428742?type=standard&ref=search-standalone&origin=jobCard#sol=4196443d8b8e3cb4c96c5bed486e85af937a4a6c
Lead Data Scientist,Lendi Group,Sydney NSW,Listed thirteen days ago,https://www.seek.com.au/job/90389994?type=standard&ref=search-standalone&origin=jobCard#sol=47a1a23f4b68a4b929448bb7b4633ed47dfcc340
AWS Data Engineer,Accenture,Sydney NSW,Listed five days ago,https://www.seek.com.au/job/90574436?type=standard&ref=search-standalone&origin=jobCard#sol=a59989424b33cf50bdd2c2c24857b81160bacb89
Senior Software Engineer,Microsoft,Sydney NSW,Listed seventeen days ago,https://www.seek.com.au/job/90326451?type=standard&ref=search-standalone&origin=jobCard#sol=e5187a835b11976001925dd6da164a5289fadba3
Software Engineer II,Microsoft,Sydney NSW,Listed four days ago,https://www.seek.com.au/job/90583423?type=standard&ref=search-standalone&origin=jobCard#sol=ebc3603338ed6cd394a02ea345fe38f315125908
Senior Software Engineer - Azure Storage,Microsoft,Sydney NSW,Listed seventeen days ago,https://www.seek.com.au/job/90327021?type=standard&ref=search-standalone&origin=jobCard#sol=49885fdfdca46d444a5b8be6f411b49ae52a5c18
AWS Data Engineer- (Terraform),"Talent – Specialists in tech, transformation & beyond",Sydney NSW,Listed twenty days ago,https://www.seek.com.au/job/90263641?type=standard&ref=search-standalone&origin=jobCard#sol=ae6983f5840647f892cd81a72642db9c77cce91d
Software Engineer,Microsoft,Sydney NSW,Listed five days ago,https://www.seek.com.au/job/90551498?type=standard&ref=search-standalone&origin=jobCard#sol=35720433b03fc16b1714128cd1283d8fb56500a2
Principal Software Engineer,Schneider Electric,Macquarie Park,Listed nineteen days ago,https://www.seek.com.au/job/90266818?type=standard&ref=search-standalone&origin=jobCard#sol=8d6e1d8fb60e910e5f5006583db62cc4677417ed
Senior Software Engineer - Azure Data Lake Storage Gen 2,Microsoft,Sydney NSW,Listed seventeen days ago,https://www.seek.com.au/job/90323852?type=standard&ref=search-standalone&origin=jobCard#sol=1163a5ded042cc5076102710e5510de00a12d111
Senior Odoo Developer,,Sydney NSW,Listed nineteen days ago,https://www.seek.com.au/job/90290772?type=standard&ref=search-standalone&origin=jobCard#sol=44c3cba95a25bb65fa13c72a739b23021bc6287a
Applications Developer,Abbotsleigh School,Wahroonga,Listed ten days ago,https://www.seek.com.au/job/90461465?type=standard&ref=search-standalone&origin=jobCard#sol=81bdde236be0da349f64292bfc992c1b7fe7f4fb
"Embedded / Firmware Software Engineer - C++, .Net, C#, Linux Exp - PERM",Northbridge Recruitment,Parramatta,Listed one day ago,https://www.seek.com.au/job/90640242?type=standard&ref=search-standalone&origin=jobCard#sol=141a4fb57596c1eac07c8db770c4e064f9fe16e4
Software Developer - .Net / C# / MS SQL Server,Dematic Pty Ltd,Belrose,Listed ten days ago,https://www.seek.com.au/job/90464009?type=standard&ref=search-standalone&origin=jobCard#sol=16c4aa68fe3a8304bbfa63e4b4ed3348765b9d34
Senior Data Scientist - AI & NLP,Correlate Resources,Sydney NSW,Listed five days ago,https://www.seek.com.au/job/90547933?type=standard&ref=search-standalone&origin=jobCard#sol=46bf00969b7f7b6f6a29deeac8669de147abb346
Software Test Engineer - .Net / C# / MS SQL Server,Dematic Pty Ltd,Belrose,Listed twelve days ago,https://www.seek.com.au/job/90406304?type=standard&ref=search-standalone&origin=jobCard#sol=2071003625edb76b6d3f177a372c6814619659cc
Staff Data Scientist - AI & NLP,Correlate Resources,Sydney NSW,Listed two days ago,https://www.seek.com.au/job/90629676?type=standard&ref=search-standalone&origin=jobCard#sol=cb5af3490e38bec77e83207251fba76968433a7a
Senior Data Engineer (EDW / Snowflake) &#8211; APS6 Equivalent,"Talent – Specialists in tech, transformation & beyond",Sydney NSW,Listed twenty days ago,https://www.seek.com.au/job/90264671?type=standard&ref=search-standalone&origin=jobCard#sol=782abac10a2368a589f19d6c3df13dbc83e454e4
Senior Software Engineer,Microsoft,Sydney NSW,Listed seventeen days ago,https://www.seek.com.au/job/90326888?type=standard&ref=search-standalone&origin=jobCard#sol=f434f41606a19eae84844e331e5d07e3e48169f1
TM1 & Microsoft Data Platform Developer,Re.Group,North Sydney,Listed more than one day ago,https://www.seek.com.au/job/90083983?type=standard&ref=search-standalone&origin=jobCard#sol=1888e17de022aa2fc186b699041f9eb57a01d17b
Senior AI & Automation Developer,Australian Catholic University Limited,North Sydney,Listed five days ago,https://www.seek.com.au/job/90564142?type=standard&ref=search-standalone&origin=jobCard#sol=1ce413353f82ecc0a6e559471d86293b884f294a
"Infrastructure Automation Engineer - Red Hat OpenShift, Python",Robert Walters,Sydney NSW,Listed nineteen days ago,https://www.seek.com.au/job/90292486?type=standard&ref=search-standalone&origin=jobCard#sol=05e0df3eda18fdb7c487ce3d88dfade734589586
Software Engineering II,Microsoft,Sydney NSW,Listed nineteen days ago,https://www.seek.com.au/job/90274500?type=standard&ref=search-standalone&origin=jobCard#sol=32e87777d1a820e67aa289506fc619f61201b9fb
"Software Engineering Manager, PDEIO Test Results",Google,Sydney NSW,Listed twenty one days ago,https://www.seek.com.au/job/90231112?type=standard&ref=search-standalone&origin=jobCard#sol=39903de34fdb89aef123be25fe8d896fbb34962a
Senior Software Developer (C++),Windcave Limited,Sydney NSW,Listed nineteen days ago,https://www.seek.com.au/job/90289455?type=standard&ref=search-standalone&origin=jobCard#sol=66a7e7ad1c73f163299676a205a64dca30120eee
Software Developer - Salesforce Commerce Cloud,Aurec,Sydney NSW,Listed twenty four days ago,https://www.seek.com.au/job/90171816?type=standard&ref=search-standalone&origin=jobCard#sol=8804fd6d721fd015f73906dcf83dd62cc3ade858
"Senior Data Engineer, Asap, 3 months",FutureYou,Sydney NSW,Listed seventeen days ago,https://www.seek.com.au/job/90330225?type=standard&ref=search-standalone&origin=jobCard#sol=6002f1e0c588308cc779ecb314549971c5518491
"Senior Data Scientist, Product, Google Photos",Google,Sydney NSW,Listed thirteen days ago,https://www.seek.com.au/job/90393375?type=standard&ref=search-standalone&origin=jobCard#sol=a642cb9bd7e86787b33ec52820dbac793199650d
Databricks Platform Engineer,Billigence,Sydney NSW,Listed five days ago,https://www.seek.com.au/job/90559867?type=standard&ref=search-standalone&origin=jobCard#sol=e70e1f94128af35192671593468fe0096331c182
Software Engineer II,Microsoft,Sydney NSW,Listed nineteen days ago,https://www.seek.com.au/job/90274396?type=standard&ref=search-standalone&origin=jobCard#sol=d892c6bc490e5a5d278580391e8b1211984944cc
Senior Embedded Software Engineer,Breville,Alexandria,Listed six days ago,https://www.seek.com.au/job/90518299?type=standard&ref=search-standalone&origin=jobCard#sol=5d93effa68737e55b60d4bb16871605b7b4cffcb
GCP Data Engineer,Talent Insights Group Pty Ltd,Sydney NSW,Listed twenty days ago,https://www.seek.com.au/job/90245271?type=standard&ref=search-standalone&origin=jobCard#sol=d22f2354a7a03874cf4fb22f1959ad9398e1a4e4
Senior Data Engineer,SustainRecruit,Sydney NSW,Listed twenty one days ago,https://www.seek.com.au/job/90219796?type=standard&ref=search-standalone&origin=jobCard#sol=f2865b4b7b04bd6ced950c6dfa9af0409abcc90f
Senior AI Engineer (AI-Facing Systems),The Onset,Sydney NSW,Listed seventeen days ago,https://www.seek.com.au/job/90326702?type=standard&ref=search-standalone&origin=jobCard#sol=e9b6ca7f911eeba4d413be12cfe8dbf86c497543
Senior Algorithms Engineer,TheDriveGroup,Sydney NSW,Listed twenty two days ago,https://www.seek.com.au/job/90201615?type=standard&ref=search-standalone&origin=jobCard#sol=0efab343c57a9ace30b703284ec58437b94822f7
Senior Systems Engineer - RAN OSS,Optus,Macquarie Park,Listed four days ago,https://www.seek.com.au/job/90602528?type=standard&ref=search-standalone&origin=jobCard#sol=9c80d33da44eafe177e1ded5d9a8521429ccaa87
Software Engineer II,Microsoft,Sydney NSW,Listed more than one day ago,https://www.seek.com.au/job/90068888?type=standard&ref=search-standalone&origin=jobCard#sol=8ae01266a5a6b9c7e8b24b1a63150fa4b81f401f
Applications & Solutions Developer,Fairfield City Council,Wakeley,Listed twenty three hours ago,https://www.seek.com.au/job/90641930?type=standard&ref=search-standalone&origin=jobCard#sol=c299720d839d31d08de7c4efa7d5bf39e2e28244
Senior Systems Engineer - Service Management,Optus,Macquarie Park,Listed four days ago,https://www.seek.com.au/job/90602716?type=standard&ref=search-standalone&origin=jobCard#sol=d7483c067a1b3cecf29fc920086e249214bfb062
Software Developer – SENIOR Developer - Microsoft Dynamics & Power Platform,Calandra Group,Balmain,Listed twenty five days ago,https://www.seek.com.au/job/90156364?type=standard&ref=search-standalone&origin=jobCard#sol=e3f1d05fba2e0ac6f3f4304b5435f9c460b84379
"Dynamics 365 Software Engineer, Developer, Architect",Velrada,Sydney NSW,Listed twenty one days ago,https://www.seek.com.au/job/90210969?type=standard&ref=search-standalone&origin=jobCard#sol=ae44c24e711480c5eae23dc1bb8b0d19428911d1
Senior Data / ML Engineer,Pathway Search,Sydney NSW,Listed nineteen days ago,https://www.seek.com.au/job/90270464?type=standard&ref=search-standalone&origin=jobCard#sol=e46dd0624b2a408b6c03f42d33e37a5562f66c04
Senior AI Engineer,Talenza,Sydney NSW,Listed seventeen days ago,https://www.seek.com.au/job/90327887?type=standard&ref=search-standalone&origin=jobCard#sol=3cb3d3b1220592b876fdacbef99200076f8e5b7e
"Embedded / Firmware Software Engineer - C++, .Net, C#, Linux Exp - PERM",Northbridge Recruitment,Parramatta,Listed ten days ago,https://www.seek.com.au/job/90454263?type=standard&ref=search-standalone&origin=jobCard#sol=7a6a59f44b3af401cc4a84e0a68c33b13bc1ebe3
Data & AI Engineer,Charterhouse,Sydney NSW,Listed eighteen days ago,https://www.seek.com.au/job/90316402?type=standard&ref=search-standalone&origin=jobCard#sol=c84b464f8e14efde61bae020df22ae55f47eede2
"Software Engineer, Google Photos",Google,Sydney NSW,Listed more than thirty days ago,https://www.seek.com.au/job/89988250?type=standard&ref=search-standalone&origin=jobCard#sol=334667aac66a937c8b21c80f9a1b7c4a7c198785
Data Warehouse Developer (Microsoft Fabric),AAR Consulting Group P/L,Parramatta,Listed five days ago,https://www.seek.com.au/job/90571464?type=standard&ref=search-standalone&origin=jobCard#sol=d19b6f90dc46275a3a24407c5d21e69fd2b806f2
Senior AI Engineer,Emanate Technology Pty Ltd,Sydney NSW,Listed twenty four days ago,https://www.seek.com.au/job/90172961?type=standard&ref=search-standalone&origin=jobCard#sol=524a4fd035c715e08501db22a33cdbeb9566c2d1
Senior SRE (Platform & Infratstructure),Woolworths Group,Surry Hills,Listed twenty seven days ago,https://www.seek.com.au/job/90089414?type=standard&ref=search-standalone&origin=jobCard#sol=084ebd52832be256cd0aa9dad7a468b6a302fa6c
Staff Software Engineer – Native Mobile (iOS or Android),Commonwealth Bank,Sydney NSW,Listed seventeen days ago,https://www.seek.com.au/job/90330628?type=standard&ref=search-standalone&origin=jobCard#sol=03f85f1cd9c3dbc9ebce292f1c88acc1eaec2bc9
Senior Full Stack Developer,Winning Group,Sydney NSW,Listed twenty one days ago,https://www.seek.com.au/job/90235167?type=standard&ref=search-standalone&origin=jobCard#sol=e7bc3f8df9fd680a40b7128bf0bb029ac84b6022
Senior Data Engineer,"Talent – Specialists in tech, transformation & beyond",Parramatta,Listed one day ago,https://www.seek.com.au/job/90638862?type=standard&ref=search-standalone&origin=jobCard#sol=6c7fea14f0d44c3d5d3adf8f0b058f92a72dad8e
Software Developer Engineer in Test (Mobile),TalentWeb Consulting,Sydney NSW,Listed seven days ago,https://www.seek.com.au/job/90498382?type=standard&ref=search-standalone&origin=jobCard#sol=1cf65a89527771cb0bf8ddc61e7de650ddceab7e
Principal Software Engineer,Scape Australia Management,Sydney NSW,Listed more than one day ago,https://www.seek.com.au/job/90084493?type=standard&ref=search-standalone&origin=jobCard#sol=980e0e340ebd37da752d02d802c8c54f772e9068
AI Solutions Engineer,oOh!,North Sydney,Listed twenty seven days ago,https://www.seek.com.au/job/90113754?type=standard&ref=search-standalone&origin=jobCard#sol=1a010505890687ef132029c4f8c84d9d60d45a53
Developer Programmer – Data Governance & Analytics,Agile Analytics,North Sydney,Listed twenty five days ago,https://www.seek.com.au/job/90155313?type=standard&ref=search-standalone&origin=jobCard#sol=d4b0f5aaa5bf3bb64877a4998320206afee16526
Data Engineer - Azure,FourQuarters Recruitment,Sydney NSW,Listed thirteen days ago,https://www.seek.com.au/job/90396755?type=standard&ref=search-standalone&origin=jobCard#sol=c056d69180d9bda1dea4705e9f9cbfde5b5e8d9f
Senior Software Engineer (Sensor Fusion) x 2,TheDriveGroup,Sydney NSW,Listed twenty two days ago,https://www.seek.com.au/job/90201621?type=standard&ref=search-standalone&origin=jobCard#sol=4d758844e024bf27f2b91d6a35724d00be22b70f
Senior Data Engineer,Elula,Sydney NSW,Listed seven days ago,https://www.seek.com.au/job/90513368?type=standard&ref=search-standalone&origin=jobCard#sol=4df1c66e076d1933ae1d4ad99193cdd108984789
Application Security Engineer,Talenza,Sydney NSW,Listed fourteen days ago,https://www.seek.com.au/job/90359125?type=standard&ref=search-standalone&origin=jobCard#sol=f3ead75043f8ccea5492fc8ed5afa534fd610437
Full Stack Engineer,FinXL IT Professional Services,Sydney NSW,Listed seventeen days ago,https://www.seek.com.au/job/90324780?type=standard&ref=search-standalone&origin=jobCard#sol=7923ed0d4a142dd9edc4d6f7424737b3fe2335d4
AI Engineer,CHARTERED ACCOUNTANTS AUSTRALIA AND NEW ZEALAND,Sydney NSW,Listed twenty five days ago,https://www.seek.com.au/job/90153109?type=standard&ref=search-standalone&origin=jobCard#sol=2814a55349ac33814e28c4bfb4d0c7e367694e4d
Software Engineering II,Microsoft,Sydney NSW,Listed twenty five days ago,https://www.seek.com.au/job/90149772?type=standard&ref=search-standalone&origin=jobCard#sol=014439178962b68cc8bd870f4a735b352ca048bd
Software Engineer - M365,Australian Prudential Regulation Authority,Sydney NSW,Listed eleven days ago,https://www.seek.com.au/job/90434416?type=standard&ref=search-standalone&origin=jobCard#sol=a2add98dde33d8a45e36b8800ef33916b7aaeaf4
Back-End Application Developer,NSW Department of Customer Service,Parramatta,Listed twelve days ago,https://www.seek.com.au/job/90420453?type=standard&ref=search-standalone&origin=jobCard#sol=cec51ad1324c42ba7eaba15f27b8ca374b280eb1
Senior Data Scientist,The Recruitment Company,Sydney NSW,Listed nine days ago,https://www.seek.com.au/job/90481658?type=standard&ref=search-standalone&origin=jobCard#sol=0f6f8b5510419dcd6a663f107270c1f7a7f16275
Integration Engineer (Embedded Systems),TheDriveGroup,Sydney NSW,Listed twenty two days ago,https://www.seek.com.au/job/90201627?type=standard&ref=search-standalone&origin=jobCard#sol=01cd059040cfc1cf4975fd9d24a770b6c708a10a
Machine Learning Engineer,Hydrogen Group Pty Ltd,Sydney NSW,Listed twenty days ago,https://www.seek.com.au/job/90251361?type=standard&ref=search-standalone&origin=jobCard#sol=14dcf525cd7e3b77c90868898b5f8d160211b1aa
Digital Data Engineer,Greenstone Financial Services,Norwest,Listed twenty five days ago,https://www.seek.com.au/job/90144826?type=standard&ref=search-standalone&origin=jobCard#sol=44f0c85b4b86778a7e981b788d99f9593698aca3
"AI Engineer, Software",Correlate Resources,Sydney NSW,Listed seven days ago,https://www.seek.com.au/job/90514613?type=standard&ref=search-standalone&origin=jobCard#sol=222a8323fdf87e6037e9bb9fbf834ea953be349a
"Software Engineer (Sydney, Adelaide, Canberra, Brisbane, Perth & Melbourne)",Ariston Partners Australia Pty Ltd,Sydney NSW,Listed eighteen days ago,https://www.seek.com.au/job/90306054?type=standard&ref=search-standalone&origin=jobCard#sol=7463a78fa0c538f26e53bbf42589e7ecff431272
Data Engineer,BizCover,Sydney NSW,Listed twenty one days ago,https://www.seek.com.au/job/90207425?type=standard&ref=search-standalone&origin=jobCard#sol=e5b160a0f2b3b37a3018ec0063387c6fd1ba6c11
Senior Software Engineer,TPG Telecom,Barangaroo,Listed nineteen days ago,https://www.seek.com.au/job/90271950?type=standard&ref=search-standalone&origin=jobCard#sol=dc43752f0f80c18c806510b1dcb5b6521e365b07
Senior Software Developer,CSIRO,Sydney NSW,Listed thirteen days ago,https://www.seek.com.au/job/90398390?type=standard&ref=search-standalone&origin=jobCard#sol=82db80c4add3b233caee3468f40f4b14248108a6
Senior .NET Developer (.Net and React),Enterprise IT Resources Pty Ltd,Sydney NSW,Listed twenty six days ago,https://www.seek.com.au/job/90125343?type=standard&ref=search-standalone&origin=jobCard#sol=cd7534b4d973d6111423d9c914fc4d60a1974aa2
Data Engineer,Charterhouse,Sydney NSW,Listed eighteen days ago,https://www.seek.com.au/job/90316562?type=standard&ref=search-standalone&origin=jobCard#sol=fc51db6188a99fda4a468dd1561bd7ca81de7e6f
"Data Engineer - Databricks, Python, SQL, Azure - Up to $190K Package",,North Sydney,Listed more than one day ago,https://www.seek.com.au/job/90085406?type=standard&ref=search-standalone&origin=jobCard#sol=40ab2cdc0683b906929abf1eea3bccd0caa9538c
Software Engineer,Enrich IT Services Pty Ltd,Sydney NSW,Listed eleven days ago,https://www.seek.com.au/job/90452454?type=standard&ref=search-standalone&origin=jobCard#sol=a46f0bab223b45ef16f8b3030e2d6a4a70acbe30
Analyst Intelligent Automation,Department of Education,Parramatta,Listed twelve days ago,https://www.seek.com.au/job/90423792?type=standard&ref=search-standalone&origin=jobCard#sol=bc68d64fd520fa3a03e1baadfb6c3195b9aca660
Implementation Consultant,The Onset,Sydney NSW,Listed twenty two days ago,https://www.seek.com.au/job/90204031?type=standard&ref=search-standalone&origin=jobCard#sol=de07bd90c9d526abe73d1900276f33beee76a69c
Senior Data Engineer - 12 Month Max Term Contract,The Hollard Insurance Company,North Sydney,Listed twenty five days ago,https://www.seek.com.au/job/90170854?type=standard&ref=search-standalone&origin=jobCard#sol=c75a4a2c6460e142267282026d8d27d20aa0fe2e
Machine Learning Engineer,Preacta Recruitment,Sydney NSW,Listed more than one day ago,https://www.seek.com.au/job/90058349?type=standard&ref=search-standalone&origin=jobCard#sol=ca3673d90e86deca98d0dc4c4824c71c2b427815
Data Engineer,Hearing Australia,Macquarie Park,Listed twelve days ago,https://www.seek.com.au/job/90408459?type=standard&ref=search-standalone&origin=jobCard#sol=d011b3d7efad559be70b82574e41f34f3b593d30
Embedded Software Engineer,TheDriveGroup,Sydney NSW,Listed twenty two days ago,https://www.seek.com.au/job/90201622?type=standard&ref=search-standalone&origin=jobCard#sol=f29319c8919fc15664bfbe3513eb0b473b3a1c10
AI Engineer,Tenth Revolution Group,Sydney NSW,Listed seventeen days ago,https://www.seek.com.au/job/90331435?type=standard&ref=search-standalone&origin=jobCard#sol=f8aeea12497523a3a5f9b7c43429d42aacd6afe9
AI/ML Software Engineer (Full-Stack),LEAP,Sydney NSW,Listed seven days ago,https://www.seek.com.au/job/90488821?type=standard&ref=search-standalone&origin=jobCard#sol=ab98afbc00c5c87a7c92a58d511f696e90539700
Data Analytics Engineer,DataMesh,Sydney NSW,Listed six days ago,https://www.seek.com.au/job/90546157?type=standard&ref=search-standalone&origin=jobCard#sol=3534341d7a7543eacffd9f731279a93d106151d7
AI Engineer,BrightSpark Recruitment,Sydney NSW,Listed twenty days ago,https://www.seek.com.au/job/90238716?type=standard&ref=search-standalone&origin=jobCard#sol=70efcb31330bfeb2a161b6deca956c637c660829
Analyst Programmer - 6 months,Genesis IT Recruitment,Sydney NSW,Listed eleven days ago,https://www.seek.com.au/job/90451459?type=standard&ref=search-standalone&origin=jobCard#sol=9dc917485f3f55b4cd8d314ec6cc668bdaa79a8c
AI Engineer - GenAI / LLM / RAG / AI Agents,MFTE Staffing Services,Sydney NSW,Listed six days ago,https://www.seek.com.au/job/90545307?type=standard&ref=search-standalone&origin=jobCard#sol=ceb11847bf7966e1787c748501f763a8bd4a9082
